,SCNFolder,space,time,x-1,x,x+1,t+1
2151,Scenario-5_test4_258-268,"(20.0, 40.0]","(262.0, 264.0]",0.05,0.08125,0.11875,0.09375
2152,Scenario-5_test4_258-268,"(40.0, 60.0]","(262.0, 264.0]",0.08125,0.11875,0.1125,0.125
2153,Scenario-5_test4_258-268,"(60.0, 80.0]","(262.0, 264.0]",0.11875,0.1125,0.0875,0.11875
2154,Scenario-5_test4_258-268,"(20.0, 40.0]","(264.0, 266.0]",0.05,0.09375,0.125,0.1
2155,Scenario-5_test4_258-268,"(40.0, 60.0]","(264.0, 266.0]",0.09375,0.125,0.11875,0.1
2156,Scenario-5_test4_258-268,"(60.0, 80.0]","(264.0, 266.0]",0.125,0.11875,0.05625,0.1
2157,Scenario-5_test5_324-334,"(20.0, 40.0]","(324.0, 326.0]",0.05625,0.08125,0.1,0.06875
2158,Scenario-5_test5_324-334,"(40.0, 60.0]","(324.0, 326.0]",0.08125,0.1,0.1,0.10625
2159,Scenario-5_test5_324-334,"(60.0, 80.0]","(324.0, 326.0]",0.1,0.1,0.09375,0.125
2160,Scenario-5_test5_324-334,"(20.0, 40.0]","(326.0, 328.0]",0.06875,0.06875,0.10625,0.0875
2161,Scenario-5_test5_324-334,"(40.0, 60.0]","(326.0, 328.0]",0.06875,0.10625,0.125,0.1125
2162,Scenario-5_test5_324-334,"(60.0, 80.0]","(326.0, 328.0]",0.10625,0.125,0.06875,0.1
2163,Scenario-5_test5_324-334,"(20.0, 40.0]","(328.0, 330.0]",0.0625,0.0875,0.1125,0.09375
2164,Scenario-5_test5_324-334,"(40.0, 60.0]","(328.0, 330.0]",0.0875,0.1125,0.1,0.13125
2165,Scenario-5_test5_324-334,"(60.0, 80.0]","(328.0, 330.0]",0.1125,0.1,0.05625,0.06875
2166,Scenario-5_test5_324-334,"(20.0, 40.0]","(330.0, 332.0]",0.05625,0.09375,0.13125,0.1
2167,Scenario-5_test5_324-334,"(40.0, 60.0]","(330.0, 332.0]",0.09375,0.13125,0.06875,0.1
2168,Scenario-5_test5_324-334,"(60.0, 80.0]","(330.0, 332.0]",0.13125,0.06875,0.0625,0.0625
2169,Scenario-5_test6_370-380,"(20.0, 40.0]","(370.0, 372.0]",0.05,0.05,0.05,0.04375
2170,Scenario-5_test6_370-380,"(40.0, 60.0]","(370.0, 372.0]",0.05,0.05,0.0375,0.05625
2171,Scenario-5_test6_370-380,"(60.0, 80.0]","(370.0, 372.0]",0.05,0.0375,0.0625,0.04375
2172,Scenario-5_test6_370-380,"(20.0, 40.0]","(372.0, 374.0]",0.05625,0.04375,0.05625,0.05625
2173,Scenario-5_test6_370-380,"(40.0, 60.0]","(372.0, 374.0]",0.04375,0.05625,0.04375,0.0375
2174,Scenario-5_test6_370-380,"(60.0, 80.0]","(372.0, 374.0]",0.05625,0.04375,0.1,0.06875
2175,Scenario-5_test6_370-380,"(20.0, 40.0]","(374.0, 376.0]",0.0625,0.05625,0.0375,0.05625
2176,Scenario-5_test6_370-380,"(40.0, 60.0]","(374.0, 376.0]",0.05625,0.0375,0.06875,0.05625
2177,Scenario-5_test6_370-380,"(60.0, 80.0]","(374.0, 376.0]",0.0375,0.06875,0.125,0.075
2178,Scenario-5_test6_370-380,"(20.0, 40.0]","(376.0, 378.0]",0.0625,0.05625,0.05625,0.05625
2179,Scenario-5_test6_370-380,"(40.0, 60.0]","(376.0, 378.0]",0.05625,0.05625,0.075,0.08125
2180,Scenario-5_test6_370-380,"(60.0, 80.0]","(376.0, 378.0]",0.05625,0.075,0.15,0.1
2181,Scenario-5_test7_430-440,"(20.0, 40.0]","(430.0, 432.0]",0.04375,0.0625,0.0375,0.0375
2182,Scenario-5_test7_430-440,"(40.0, 60.0]","(430.0, 432.0]",0.0625,0.0375,0.04375,0.05625
2183,Scenario-5_test7_430-440,"(60.0, 80.0]","(430.0, 432.0]",0.0375,0.04375,0.05,0.0375
2184,Scenario-5_test7_430-440,"(20.0, 40.0]","(432.0, 434.0]",0.0625,0.0375,0.05625,0.0625
2185,Scenario-5_test7_430-440,"(40.0, 60.0]","(432.0, 434.0]",0.0375,0.05625,0.0375,0.0375
2186,Scenario-5_test7_430-440,"(60.0, 80.0]","(432.0, 434.0]",0.05625,0.0375,0.1,0.06875
2187,Scenario-5_test7_430-440,"(20.0, 40.0]","(434.0, 436.0]",0.0625,0.0625,0.0375,0.06875
2188,Scenario-5_test7_430-440,"(40.0, 60.0]","(434.0, 436.0]",0.0625,0.0375,0.06875,0.06875
2189,Scenario-5_test7_430-440,"(60.0, 80.0]","(434.0, 436.0]",0.0375,0.06875,0.1125,0.05
2190,Scenario-5_test7_430-440,"(20.0, 40.0]","(436.0, 438.0]",0.05625,0.06875,0.06875,0.06875
2191,Scenario-5_test7_430-440,"(40.0, 60.0]","(436.0, 438.0]",0.06875,0.06875,0.05,0.06875
2192,Scenario-5_test7_430-440,"(60.0, 80.0]","(436.0, 438.0]",0.06875,0.05,0.15,0.1
2193,Scenario-5_test8_500-509,"(20.0, 40.0]","(500.0, 502.0]",0.05625,0.05625,0.0625,0.05
2194,Scenario-5_test8_500-509,"(40.0, 60.0]","(500.0, 502.0]",0.05625,0.0625,0.15,0.1
2195,Scenario-5_test8_500-509,"(60.0, 80.0]","(500.0, 502.0]",0.0625,0.15,0.1,0.10625
2196,Scenario-5_test8_500-509,"(20.0, 40.0]","(502.0, 504.0]",0.05625,0.05,0.1,0.0625
2197,Scenario-5_test8_500-509,"(40.0, 60.0]","(502.0, 504.0]",0.05,0.1,0.10625,0.1125
2198,Scenario-5_test8_500-509,"(60.0, 80.0]","(502.0, 504.0]",0.1,0.10625,0.09375,0.125
2199,Scenario-5_test8_500-509,"(20.0, 40.0]","(504.0, 506.0]",0.05,0.0625,0.1125,0.1
2200,Scenario-5_test8_500-509,"(40.0, 60.0]","(504.0, 506.0]",0.0625,0.1125,0.125,0.1
2201,Scenario-5_test8_500-509,"(60.0, 80.0]","(504.0, 506.0]",0.1125,0.125,0.06875,0.1
2202,Scenario-5_test8_500-509,"(20.0, 40.0]","(506.0, 508.0]",0.05,0.1,0.1,0.08125
2203,Scenario-5_test8_500-509,"(40.0, 60.0]","(506.0, 508.0]",0.1,0.1,0.1,0.10625
2204,Scenario-5_test8_500-509,"(60.0, 80.0]","(506.0, 508.0]",0.1,0.1,0.08125,0.075
2205,Scenario-5_test9_572-583,"(20.0, 40.0]","(572.0, 574.0]",0.06875,0.1375,0.075,0.1
2206,Scenario-5_test9_572-583,"(40.0, 60.0]","(572.0, 574.0]",0.1375,0.075,0.0625,0.075
2207,Scenario-5_test9_572-583,"(60.0, 80.0]","(572.0, 574.0]",0.075,0.0625,0.04375,0.05
2208,Scenario-5_test9_572-583,"(20.0, 40.0]","(574.0, 576.0]",0.1,0.1,0.075,0.1
2209,Scenario-5_test9_572-583,"(40.0, 60.0]","(574.0, 576.0]",0.1,0.075,0.05,0.05625
2210,Scenario-5_test9_572-583,"(60.0, 80.0]","(574.0, 576.0]",0.075,0.05,0.0625,0.05625
2211,Scenario-5_test9_572-583,"(20.0, 40.0]","(576.0, 578.0]",0.10625,0.1,0.05625,0.075
2212,Scenario-5_test9_572-583,"(40.0, 60.0]","(576.0, 578.0]",0.1,0.05625,0.05625,0.06875
2213,Scenario-5_test9_572-583,"(60.0, 80.0]","(576.0, 578.0]",0.05625,0.05625,0.05625,0.0375
2214,Scenario-5_test9_572-583,"(20.0, 40.0]","(578.0, 580.0]",0.1,0.075,0.06875,0.075
2215,Scenario-5_test9_572-583,"(40.0, 60.0]","(578.0, 580.0]",0.075,0.06875,0.0375,0.05625
2216,Scenario-5_test9_572-583,"(60.0, 80.0]","(578.0, 580.0]",0.06875,0.0375,0.05625,0.05625
2217,Scenario-5_test9_572-583,"(20.0, 40.0]","(580.0, 582.0]",0.05625,0.075,0.05625,0.075
2218,Scenario-5_test9_572-583,"(40.0, 60.0]","(580.0, 582.0]",0.075,0.05625,0.05625,0.0375
2219,Scenario-5_test9_572-583,"(60.0, 80.0]","(580.0, 582.0]",0.05625,0.05625,0.05,0.05625
2220,Scenario-6_test0_21-36,"(20.0, 40.0]","(21.0, 23.0]",0.05625,0.05,0.05,0.05625
2221,Scenario-6_test0_21-36,"(40.0, 60.0]","(21.0, 23.0]",0.05,0.05,0.0625,0.05625
2222,Scenario-6_test0_21-36,"(60.0, 80.0]","(21.0, 23.0]",0.05,0.0625,0.04375,0.05
2223,Scenario-6_test0_21-36,"(20.0, 40.0]","(23.0, 25.0]",0.03125,0.05625,0.05625,0.01875
2224,Scenario-6_test0_21-36,"(40.0, 60.0]","(23.0, 25.0]",0.05625,0.05625,0.05,0.05625
2225,Scenario-6_test0_21-36,"(60.0, 80.0]","(23.0, 25.0]",0.05625,0.05,0.0625,0.0625
2226,Scenario-6_test0_21-36,"(20.0, 40.0]","(25.0, 27.0]",0.04375,0.01875,0.05625,0.05
2227,Scenario-6_test0_21-36,"(40.0, 60.0]","(25.0, 27.0]",0.01875,0.05625,0.0625,0.03125
2228,Scenario-6_test0_21-36,"(60.0, 80.0]","(25.0, 27.0]",0.05625,0.0625,0.05625,0.05625
2229,Scenario-6_test0_21-36,"(20.0, 40.0]","(27.0, 29.0]",0.03125,0.05,0.03125,0.03125
2230,Scenario-6_test0_21-36,"(40.0, 60.0]","(27.0, 29.0]",0.05,0.03125,0.05625,0.04375
2231,Scenario-6_test0_21-36,"(60.0, 80.0]","(27.0, 29.0]",0.03125,0.05625,0.05625,0.0375
2232,Scenario-6_test0_21-36,"(20.0, 40.0]","(29.0, 31.0]",0.0375,0.03125,0.04375,0.025
2233,Scenario-6_test0_21-36,"(40.0, 60.0]","(29.0, 31.0]",0.03125,0.04375,0.0375,0.04375
2234,Scenario-6_test0_21-36,"(60.0, 80.0]","(29.0, 31.0]",0.04375,0.0375,0.05625,0.03125
2235,Scenario-6_test0_21-36,"(20.0, 40.0]","(31.0, 33.0]",0.05,0.025,0.04375,0.05
2236,Scenario-6_test0_21-36,"(40.0, 60.0]","(31.0, 33.0]",0.025,0.04375,0.03125,0.03125
2237,Scenario-6_test0_21-36,"(60.0, 80.0]","(31.0, 33.0]",0.04375,0.03125,0.04375,0.04375
2238,Scenario-6_test0_21-36,"(20.0, 40.0]","(33.0, 35.0]",0.0125,0.05,0.03125,0.0125
2239,Scenario-6_test0_21-36,"(40.0, 60.0]","(33.0, 35.0]",0.05,0.03125,0.04375,0.05
2240,Scenario-6_test0_21-36,"(60.0, 80.0]","(33.0, 35.0]",0.03125,0.04375,0.025,0.0375
2241,Scenario-6_test1_112-144,"(20.0, 40.0]","(112.0, 114.0]",0.05,0.05,0.0375,0.05
2242,Scenario-6_test1_112-144,"(40.0, 60.0]","(112.0, 114.0]",0.05,0.0375,0.0375,0.05625
2243,Scenario-6_test1_112-144,"(60.0, 80.0]","(112.0, 114.0]",0.0375,0.0375,0.05,0.03125
2244,Scenario-6_test1_112-144,"(20.0, 40.0]","(114.0, 116.0]",0.05,0.05,0.05625,0.04375
2245,Scenario-6_test1_112-144,"(40.0, 60.0]","(114.0, 116.0]",0.05,0.05625,0.03125,0.05625
2246,Scenario-6_test1_112-144,"(60.0, 80.0]","(114.0, 116.0]",0.05625,0.03125,0.03125,0.0625
2247,Scenario-6_test1_112-144,"(20.0, 40.0]","(116.0, 118.0]",0.0375,0.04375,0.05625,0.05
2248,Scenario-6_test1_112-144,"(40.0, 60.0]","(116.0, 118.0]",0.04375,0.05625,0.0625,0.04375
2249,Scenario-6_test1_112-144,"(60.0, 80.0]","(116.0, 118.0]",0.05625,0.0625,0.01875,0.04375
2250,Scenario-6_test1_112-144,"(20.0, 40.0]","(118.0, 120.0]",0.04375,0.05,0.04375,0.05
2251,Scenario-6_test1_112-144,"(40.0, 60.0]","(118.0, 120.0]",0.05,0.04375,0.04375,0.05
2252,Scenario-6_test1_112-144,"(60.0, 80.0]","(118.0, 120.0]",0.04375,0.04375,0.05,0.05
2253,Scenario-6_test1_112-144,"(20.0, 40.0]","(120.0, 122.0]",0.0375,0.05,0.05,0.025
2254,Scenario-6_test1_112-144,"(40.0, 60.0]","(120.0, 122.0]",0.05,0.05,0.05,0.0625
2255,Scenario-6_test1_112-144,"(60.0, 80.0]","(120.0, 122.0]",0.05,0.05,0.05,0.04375
2256,Scenario-6_test1_112-144,"(20.0, 40.0]","(122.0, 124.0]",0.05625,0.025,0.0625,0.05
2257,Scenario-6_test1_112-144,"(40.0, 60.0]","(122.0, 124.0]",0.025,0.0625,0.04375,0.0375
2258,Scenario-6_test1_112-144,"(60.0, 80.0]","(122.0, 124.0]",0.0625,0.04375,0.05,0.0625
2259,Scenario-6_test1_112-144,"(20.0, 40.0]","(124.0, 126.0]",0.04375,0.05,0.0375,0.0375
2260,Scenario-6_test1_112-144,"(40.0, 60.0]","(124.0, 126.0]",0.05,0.0375,0.0625,0.05625
2261,Scenario-6_test1_112-144,"(60.0, 80.0]","(124.0, 126.0]",0.0375,0.0625,0.0375,0.0375
2262,Scenario-6_test1_112-144,"(20.0, 40.0]","(126.0, 128.0]",0.05625,0.0375,0.05625,0.05625
2263,Scenario-6_test1_112-144,"(40.0, 60.0]","(126.0, 128.0]",0.0375,0.05625,0.0375,0.0375
2264,Scenario-6_test1_112-144,"(60.0, 80.0]","(126.0, 128.0]",0.05625,0.0375,0.0625,0.05625
2265,Scenario-6_test1_112-144,"(20.0, 40.0]","(128.0, 130.0]",0.0375,0.05625,0.0375,0.04375
2266,Scenario-6_test1_112-144,"(40.0, 60.0]","(128.0, 130.0]",0.05625,0.0375,0.05625,0.05
2267,Scenario-6_test1_112-144,"(60.0, 80.0]","(128.0, 130.0]",0.0375,0.05625,0.03125,0.04375
2268,Scenario-6_test1_112-144,"(20.0, 40.0]","(130.0, 132.0]",0.05,0.04375,0.05,0.05
2269,Scenario-6_test1_112-144,"(40.0, 60.0]","(130.0, 132.0]",0.04375,0.05,0.04375,0.05
2270,Scenario-6_test1_112-144,"(60.0, 80.0]","(130.0, 132.0]",0.05,0.04375,0.05,0.05
2271,Scenario-6_test1_112-144,"(20.0, 40.0]","(132.0, 134.0]",0.05,0.05,0.05,0.05
2272,Scenario-6_test1_112-144,"(40.0, 60.0]","(132.0, 134.0]",0.05,0.05,0.05,0.04375
2273,Scenario-6_test1_112-144,"(60.0, 80.0]","(132.0, 134.0]",0.05,0.05,0.05,0.05625
2274,Scenario-6_test1_112-144,"(20.0, 40.0]","(134.0, 136.0]",0.05625,0.05,0.04375,0.0625
2275,Scenario-6_test1_112-144,"(40.0, 60.0]","(134.0, 136.0]",0.05,0.04375,0.05625,0.05
2276,Scenario-6_test1_112-144,"(60.0, 80.0]","(134.0, 136.0]",0.04375,0.05625,0.05,0.0375
2277,Scenario-6_test1_112-144,"(20.0, 40.0]","(136.0, 138.0]",0.05625,0.0625,0.05,0.0625
2278,Scenario-6_test1_112-144,"(40.0, 60.0]","(136.0, 138.0]",0.0625,0.05,0.0375,0.05625
2279,Scenario-6_test1_112-144,"(60.0, 80.0]","(136.0, 138.0]",0.05,0.0375,0.06875,0.05
2280,Scenario-6_test1_112-144,"(20.0, 40.0]","(138.0, 140.0]",0.04375,0.0625,0.05625,0.04375
2281,Scenario-6_test1_112-144,"(40.0, 60.0]","(138.0, 140.0]",0.0625,0.05625,0.05,0.05625
2282,Scenario-6_test1_112-144,"(60.0, 80.0]","(138.0, 140.0]",0.05625,0.05,0.05,0.0625
2283,Scenario-6_test1_112-144,"(20.0, 40.0]","(140.0, 142.0]",0.0625,0.04375,0.05625,0.06875
2284,Scenario-6_test1_112-144,"(40.0, 60.0]","(140.0, 142.0]",0.04375,0.05625,0.0625,0.0375
2285,Scenario-6_test1_112-144,"(60.0, 80.0]","(140.0, 142.0]",0.05625,0.0625,0.05625,0.05625
2286,Scenario-6_test10_766-799,"(20.0, 40.0]","(766.0, 768.0]",0.06875,0.05625,0.05625,0.06875
2287,Scenario-6_test10_766-799,"(40.0, 60.0]","(766.0, 768.0]",0.05625,0.05625,0.0375,0.05
2288,Scenario-6_test10_766-799,"(60.0, 80.0]","(766.0, 768.0]",0.05625,0.0375,0.05625,0.05625
2289,Scenario-6_test10_766-799,"(20.0, 40.0]","(768.0, 770.0]",0.05625,0.06875,0.05,0.05625
2290,Scenario-6_test10_766-799,"(40.0, 60.0]","(768.0, 770.0]",0.06875,0.05,0.05625,0.0625
2291,Scenario-6_test10_766-799,"(60.0, 80.0]","(768.0, 770.0]",0.05,0.05625,0.0375,0.05
2292,Scenario-6_test10_766-799,"(20.0, 40.0]","(770.0, 772.0]",0.05,0.05625,0.0625,0.05
2293,Scenario-6_test10_766-799,"(40.0, 60.0]","(770.0, 772.0]",0.05625,0.0625,0.05,0.0625
2294,Scenario-6_test10_766-799,"(60.0, 80.0]","(770.0, 772.0]",0.0625,0.05,0.0625,0.05625
2295,Scenario-6_test10_766-799,"(20.0, 40.0]","(772.0, 774.0]",0.05,0.05,0.0625,0.05
2296,Scenario-6_test10_766-799,"(40.0, 60.0]","(772.0, 774.0]",0.05,0.0625,0.05625,0.0625
2297,Scenario-6_test10_766-799,"(60.0, 80.0]","(772.0, 774.0]",0.0625,0.05625,0.05,0.05625
2298,Scenario-6_test10_766-799,"(20.0, 40.0]","(774.0, 776.0]",0.05625,0.05,0.0625,0.05625
2299,Scenario-6_test10_766-799,"(40.0, 60.0]","(774.0, 776.0]",0.05,0.0625,0.05625,0.05625
2300,Scenario-6_test10_766-799,"(60.0, 80.0]","(774.0, 776.0]",0.0625,0.05625,0.05,0.05625
2301,Scenario-6_test10_766-799,"(20.0, 40.0]","(776.0, 778.0]",0.04375,0.05625,0.05625,0.04375
2302,Scenario-6_test10_766-799,"(40.0, 60.0]","(776.0, 778.0]",0.05625,0.05625,0.05625,0.05625
2303,Scenario-6_test10_766-799,"(60.0, 80.0]","(776.0, 778.0]",0.05625,0.05625,0.05,0.06875
2304,Scenario-6_test10_766-799,"(20.0, 40.0]","(778.0, 780.0]",0.03125,0.04375,0.05625,0.0375
2305,Scenario-6_test10_766-799,"(40.0, 60.0]","(778.0, 780.0]",0.04375,0.05625,0.06875,0.05
2306,Scenario-6_test10_766-799,"(60.0, 80.0]","(778.0, 780.0]",0.05625,0.06875,0.05625,0.0625
2307,Scenario-6_test10_766-799,"(20.0, 40.0]","(780.0, 782.0]",0.05,0.0375,0.05,0.04375
2308,Scenario-6_test10_766-799,"(40.0, 60.0]","(780.0, 782.0]",0.0375,0.05,0.0625,0.04375
2309,Scenario-6_test10_766-799,"(60.0, 80.0]","(780.0, 782.0]",0.05,0.0625,0.0625,0.05
2310,Scenario-6_test10_766-799,"(20.0, 40.0]","(782.0, 784.0]",0.0375,0.04375,0.04375,0.025
2311,Scenario-6_test10_766-799,"(40.0, 60.0]","(782.0, 784.0]",0.04375,0.04375,0.05,0.04375
2312,Scenario-6_test10_766-799,"(60.0, 80.0]","(782.0, 784.0]",0.04375,0.05,0.05625,0.05
2313,Scenario-6_test10_766-799,"(20.0, 40.0]","(784.0, 786.0]",0.05625,0.025,0.04375,0.05625
2314,Scenario-6_test10_766-799,"(40.0, 60.0]","(784.0, 786.0]",0.025,0.04375,0.05,0.025
2315,Scenario-6_test10_766-799,"(60.0, 80.0]","(784.0, 786.0]",0.04375,0.05,0.05625,0.0375
2316,Scenario-6_test10_766-799,"(20.0, 40.0]","(786.0, 788.0]",0.03125,0.05625,0.025,0.0375
2317,Scenario-6_test10_766-799,"(40.0, 60.0]","(786.0, 788.0]",0.05625,0.025,0.0375,0.0625
2318,Scenario-6_test10_766-799,"(60.0, 80.0]","(786.0, 788.0]",0.025,0.0375,0.05625,0.0125
2319,Scenario-6_test10_766-799,"(20.0, 40.0]","(788.0, 790.0]",0.04375,0.0375,0.0625,0.05
2320,Scenario-6_test10_766-799,"(40.0, 60.0]","(788.0, 790.0]",0.0375,0.0625,0.0125,0.05
2321,Scenario-6_test10_766-799,"(60.0, 80.0]","(788.0, 790.0]",0.0625,0.0125,0.04375,0.05
2322,Scenario-6_test10_766-799,"(20.0, 40.0]","(790.0, 792.0]",0.05,0.05,0.05,0.04375
2323,Scenario-6_test10_766-799,"(40.0, 60.0]","(790.0, 792.0]",0.05,0.05,0.05,0.05
2324,Scenario-6_test10_766-799,"(60.0, 80.0]","(790.0, 792.0]",0.05,0.05,0.0125,0.05625
2325,Scenario-6_test10_766-799,"(20.0, 40.0]","(792.0, 794.0]",0.05625,0.04375,0.05,0.05625
2326,Scenario-6_test10_766-799,"(40.0, 60.0]","(792.0, 794.0]",0.04375,0.05,0.05625,0.0375
2327,Scenario-6_test10_766-799,"(60.0, 80.0]","(792.0, 794.0]",0.05,0.05625,0.04375,0.0625
2328,Scenario-6_test10_766-799,"(20.0, 40.0]","(794.0, 796.0]",0.05625,0.05625,0.0375,0.05625
2329,Scenario-6_test10_766-799,"(40.0, 60.0]","(794.0, 796.0]",0.05625,0.0375,0.0625,0.05
2330,Scenario-6_test10_766-799,"(60.0, 80.0]","(794.0, 796.0]",0.0375,0.0625,0.05625,0.05
2331,Scenario-6_test10_766-799,"(20.0, 40.0]","(796.0, 798.0]",0.04375,0.05625,0.05,0.04375
2332,Scenario-6_test10_766-799,"(40.0, 60.0]","(796.0, 798.0]",0.05625,0.05,0.05,0.06875
2333,Scenario-6_test10_766-799,"(60.0, 80.0]","(796.0, 798.0]",0.05,0.05,0.0625,0.05
2334,Scenario-6_test11_827-854,"(20.0, 40.0]","(827.0, 829.0]",0.05625,0.0375,0.05625,0.05
2335,Scenario-6_test11_827-854,"(40.0, 60.0]","(827.0, 829.0]",0.0375,0.05625,0.0375,0.04375
2336,Scenario-6_test11_827-854,"(60.0, 80.0]","(827.0, 829.0]",0.05625,0.0375,0.05625,0.05
2337,Scenario-6_test11_827-854,"(20.0, 40.0]","(829.0, 831.0]",0.0625,0.05,0.04375,0.05
2338,Scenario-6_test11_827-854,"(40.0, 60.0]","(829.0, 831.0]",0.05,0.04375,0.05,0.04375
2339,Scenario-6_test11_827-854,"(60.0, 80.0]","(829.0, 831.0]",0.04375,0.05,0.04375,0.04375
2340,Scenario-6_test11_827-854,"(20.0, 40.0]","(831.0, 833.0]",0.05625,0.05,0.04375,0.05625
2341,Scenario-6_test11_827-854,"(40.0, 60.0]","(831.0, 833.0]",0.05,0.04375,0.04375,0.05
2342,Scenario-6_test11_827-854,"(60.0, 80.0]","(831.0, 833.0]",0.04375,0.04375,0.05,0.0375
2343,Scenario-6_test11_827-854,"(20.0, 40.0]","(833.0, 835.0]",0.04375,0.05625,0.05,0.0375
2344,Scenario-6_test11_827-854,"(40.0, 60.0]","(833.0, 835.0]",0.05625,0.05,0.0375,0.05625
2345,Scenario-6_test11_827-854,"(60.0, 80.0]","(833.0, 835.0]",0.05,0.0375,0.0625,0.05
2346,Scenario-6_test11_827-854,"(20.0, 40.0]","(835.0, 837.0]",0.05625,0.0375,0.05625,0.0625
2347,Scenario-6_test11_827-854,"(40.0, 60.0]","(835.0, 837.0]",0.0375,0.05625,0.05,0.0375
2348,Scenario-6_test11_827-854,"(60.0, 80.0]","(835.0, 837.0]",0.05625,0.05,0.0375,0.05625
2349,Scenario-6_test11_827-854,"(20.0, 40.0]","(837.0, 839.0]",0.0375,0.0625,0.0375,0.0375
2350,Scenario-6_test11_827-854,"(40.0, 60.0]","(837.0, 839.0]",0.0625,0.0375,0.05625,0.05625
2351,Scenario-6_test11_827-854,"(60.0, 80.0]","(837.0, 839.0]",0.0375,0.05625,0.05,0.03125
2352,Scenario-6_test11_827-854,"(20.0, 40.0]","(839.0, 841.0]",0.04375,0.0375,0.05625,0.04375
2353,Scenario-6_test11_827-854,"(40.0, 60.0]","(839.0, 841.0]",0.0375,0.05625,0.03125,0.05
2354,Scenario-6_test11_827-854,"(60.0, 80.0]","(839.0, 841.0]",0.05625,0.03125,0.05625,0.05
2355,Scenario-6_test11_827-854,"(20.0, 40.0]","(841.0, 843.0]",0.04375,0.04375,0.05,0.03125
2356,Scenario-6_test11_827-854,"(40.0, 60.0]","(841.0, 843.0]",0.04375,0.05,0.05,0.05
2357,Scenario-6_test11_827-854,"(60.0, 80.0]","(841.0, 843.0]",0.05,0.05,0.0375,0.0625
2358,Scenario-6_test11_827-854,"(20.0, 40.0]","(843.0, 845.0]",0.0625,0.03125,0.05,0.0625
2359,Scenario-6_test11_827-854,"(40.0, 60.0]","(843.0, 845.0]",0.03125,0.05,0.0625,0.025
2360,Scenario-6_test11_827-854,"(60.0, 80.0]","(843.0, 845.0]",0.05,0.0625,0.0375,0.0625
2361,Scenario-6_test11_827-854,"(20.0, 40.0]","(845.0, 847.0]",0.04375,0.0625,0.025,0.05
2362,Scenario-6_test11_827-854,"(40.0, 60.0]","(845.0, 847.0]",0.0625,0.025,0.0625,0.0625
2363,Scenario-6_test11_827-854,"(60.0, 80.0]","(845.0, 847.0]",0.025,0.0625,0.05,0.01875
2364,Scenario-6_test11_827-854,"(20.0, 40.0]","(847.0, 849.0]",0.04375,0.05,0.0625,0.04375
2365,Scenario-6_test11_827-854,"(40.0, 60.0]","(847.0, 849.0]",0.05,0.0625,0.01875,0.05
2366,Scenario-6_test11_827-854,"(60.0, 80.0]","(847.0, 849.0]",0.0625,0.01875,0.0625,0.0625
2367,Scenario-6_test11_827-854,"(20.0, 40.0]","(849.0, 851.0]",0.0625,0.04375,0.05,0.0625
2368,Scenario-6_test11_827-854,"(40.0, 60.0]","(849.0, 851.0]",0.04375,0.05,0.0625,0.04375
2369,Scenario-6_test11_827-854,"(60.0, 80.0]","(849.0, 851.0]",0.05,0.0625,0.0125,0.04375
2370,Scenario-6_test11_827-854,"(20.0, 40.0]","(851.0, 853.0]",0.04375,0.0625,0.04375,0.04375
2371,Scenario-6_test11_827-854,"(40.0, 60.0]","(851.0, 853.0]",0.0625,0.04375,0.04375,0.05
2372,Scenario-6_test11_827-854,"(60.0, 80.0]","(851.0, 853.0]",0.04375,0.04375,0.05,0.05
2373,Scenario-6_test12_891-922,"(20.0, 40.0]","(891.0, 893.0]",0.04375,0.04375,0.04375,0.03125
2374,Scenario-6_test12_891-922,"(40.0, 60.0]","(891.0, 893.0]",0.04375,0.04375,0.0375,0.04375
2375,Scenario-6_test12_891-922,"(60.0, 80.0]","(891.0, 893.0]",0.04375,0.0375,0.01875,0.05
2376,Scenario-6_test12_891-922,"(20.0, 40.0]","(893.0, 895.0]",0.05625,0.03125,0.04375,0.05
2377,Scenario-6_test12_891-922,"(40.0, 60.0]","(893.0, 895.0]",0.03125,0.04375,0.05,0.025
2378,Scenario-6_test12_891-922,"(60.0, 80.0]","(893.0, 895.0]",0.04375,0.05,0.05,0.05
2379,Scenario-6_test12_891-922,"(20.0, 40.0]","(895.0, 897.0]",0.0625,0.05,0.025,0.05625
2380,Scenario-6_test12_891-922,"(40.0, 60.0]","(895.0, 897.0]",0.05,0.025,0.05,0.05
2381,Scenario-6_test12_891-922,"(60.0, 80.0]","(895.0, 897.0]",0.025,0.05,0.05,0.01875
2382,Scenario-6_test12_891-922,"(20.0, 40.0]","(897.0, 899.0]",0.0375,0.05625,0.05,0.03125
2383,Scenario-6_test12_891-922,"(40.0, 60.0]","(897.0, 899.0]",0.05625,0.05,0.01875,0.05625
2384,Scenario-6_test12_891-922,"(60.0, 80.0]","(897.0, 899.0]",0.05,0.01875,0.05,0.05
2385,Scenario-6_test12_891-922,"(20.0, 40.0]","(899.0, 901.0]",0.05625,0.03125,0.05625,0.04375
2386,Scenario-6_test12_891-922,"(40.0, 60.0]","(899.0, 901.0]",0.03125,0.05625,0.05,0.0375
2387,Scenario-6_test12_891-922,"(60.0, 80.0]","(899.0, 901.0]",0.05625,0.05,0.0125,0.05625
